PG.ProteinGroups	PG.ProteinDescriptions	[1] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_1.raw.PG.Quantity	[2] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_2.raw.PG.Quantity	[3] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_3.raw.PG.Quantity	[4] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_4.raw.PG.Quantity	[5] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_5.raw.PG.Quantity	[6] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_6.raw.PG.Quantity	[7] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_7.raw.PG.Quantity	[8] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_8.raw.PG.Quantity	[9] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_9.raw.PG.Quantity	[10] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_28.raw.PG.Quantity	[11] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_29.raw.PG.Quantity	[12] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_30.raw.PG.Quantity	[13] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_31.raw.PG.Quantity	[14] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_32.raw.PG.Quantity	[15] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_33.raw.PG.Quantity	[16] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_34.raw.PG.Quantity	[17] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_35.raw.PG.Quantity	[18] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_36.raw.PG.Quantity
A0A061A034	Transcriptional regulator, IclR family	88290.8828125	77125.8828125	89198.890625	59541.1328125	64989.54296875	51357.04296875	51617.32421875	53686.58984375	55088.5859375	63661.75	59654.98046875	83481.65625	71017.484375	96500.296875	60386.73046875	42031.140625	53457.78125	36360.5390625
A0A061A035	Succinate dehydrogenase flavoprotein subunit	207078.15625	227367.34375	352369.90625	167879.03125	169572.46875	161917.015625	156486.796875	124977.890625	139099.953125	96388.671875	121419.7578125	116750.6640625	218470.765625	335194.09375	138710.53125	268382.96875	128967.84375	199938.1875
A0A061A036	K(+)-insensitive pyrophosphate-energized proton pump	405827.375	403047.4375	201334.71875	77418.6015625	88474.703125	173417.75	75516.1953125	63481.8828125	95479.234375	1344602.5	732364.4375	1036870.625	1221565	387174.8125	66836.4296875	66.17874908447266	86779.484375	135833.859375
A0A061A037	TetR family transcriptional regulator	190821.5	235119.5625	77093.2890625	82295.9609375	246305.984375	45141.0859375	57673.95703125	104317.90625	64639.1015625	85620.3046875	76720.6875	68194.6171875	Filtered	Filtered	Filtered	45814.51953125	47882.37890625	16502.8984375
A0A061A038	Non-specific serine/threonine protein kinase	8737.8046875	18597.169921875	38744.0078125	13644.380859375	55207.15625	32557.396484375	Filtered	Filtered	Filtered	108274.7265625	93562.2421875	256977.390625	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A061A039	Thymidylate kinase	156690.53125	187266.15625	145433.5625	166272.125	146418.21875	140504.734375	165618.609375	198737.5625	182223.90625	264529.6875	260458.171875	266207.59375	591.9576416015625	94769.8125	129167.1640625	175914.765625	139285.8125	184226.96875
A0A061A040	Serine/threonine protein kinase	36677.3359375	35866.609375	43830.2421875	1785.9864501953125	2583.863037109375	9643.7548828125	27458.92578125	32620.615234375	21483.548828125	31768.30859375	25181.822265625	26387.0234375	Filtered	Filtered	Filtered	31724.294921875	39777.03125	44950.515625
A0A061A046	Monooxygenase	73365.53125	64766.625	37589.34765625	48303.0234375	Filtered	46494.3046875	50253.51171875	54863.2265625	21106.408203125	134086.96875	190108.75	122942.625	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A061A049	NADH:flavin oxidoreductase/NADH oxidase	42001.08984375	15727.689453125	16696.228515625	11187.6005859375	50216.890625	17784.9375	4999.74560546875	5954.408203125	19656.2890625	50930.25390625	53079.359375	62092.50390625	Filtered	Filtered	Filtered	7052.65576171875	37215.20703125	20019.818359375
A0A061A055	Transcriptional regulator, PaaX family	60422.65234375	14105.26953125	91575.7265625	1959.405029296875	Filtered	Filtered	11209.5888671875	Filtered	Filtered	16962.52734375	3455.83984375	10440.6279296875	Filtered	Filtered	Filtered	Filtered	5208.90869140625	Filtered
A0A061A056	ROK family protein	16937.03125	17203.201171875	23447.8203125	984.451416015625	23621.6875	8470.17578125	50192.4765625	97561.7265625	42470.88671875	22746.59375	20900.9609375	25223.291015625	Filtered	Filtered	Filtered	84653.2578125	90423.4609375	137004.234375
A0A061A062	Transcriptional regulator, LysR family	27706.87109375	6776.90087890625	16993.224609375	16487.3515625	8434.943359375	19789.94921875	13073.6513671875	10429.1591796875	22001.705078125	21385.376953125	16218.47265625	17480.27734375	Filtered	Filtered	19182.513671875	26978.7109375	15470.154296875	15730.5166015625
A0A061A064	L-idonate 5-dehydrogenase	268388.375	52478.71875	92638.3515625	153405.390625	447697.71875	278242.71875	195591.1875	38500.54296875	185619.390625	61491.97265625	255044.046875	188121.015625	Filtered	Filtered	Filtered	253007.046875	127363.6953125	277379.6875
A0A061A065	6-carboxy-5,6,7,8-tetrahydropterin synthase	126663.4296875	54457.77734375	62859.65625	NaN	1114.4327392578125	24644.990234375	4589.09619140625	3520.3232421875	2518.247314453125	61112.43359375	55325.37890625	76181.46875	128267.015625	Filtered	Filtered	3026.022216796875	5232.81689453125	3229.45361328125
A0A061A066	Aldo/keto reductase	213290.28125	164040.484375	145709.34375	111116.0859375	99664.7265625	108239.890625	125497.8515625	130963.6640625	163145.421875	100009.90625	93116.671875	80237.5234375	56462.58984375	105.5752182006836	37939.48828125	75898.65625	96833.6796875	70511.875
A0A061A067	Helix-turn-helix domain protein	140717.890625	152526.96875	118164.0625	145388.1875	219966.265625	136108.03125	225471.1875	180441	210548.625	184059.046875	198991.265625	229811.21875	28.612226486206055	253894.515625	162197.4375	332599.8125	236214.546875	193540.1875
A0A061A070;A0A061ABQ8	ABC-type transporter, integral membrane subunit;ABC-type transporter, integral membrane subunit	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	59753.8515625	77962.1484375	62443.94921875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A061A073	MbtH domain protein	766327.5625	21698.95703125	181117.9375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	976614.9375	97460.84375	98022.484375	Filtered	Filtered	Filtered	Filtered	128166.15625	Filtered
A0A061A074	Argininosuccinate lyase	43261.13671875	20007.16796875	30246.16015625	9398.8779296875	11084.892578125	45635.73828125	56385.171875	42139.37109375	75748.65625	9003.89453125	6899.35888671875	11934.1875	49506.34765625	58873	Filtered	71085.546875	57119.796875	91589.1796875
A0A061A075	GntR family transcriptional regulator	147411.65625	160401.75	148341.796875	133969.0625	130738.3359375	120774.9140625	233362.703125	217455.359375	290931.9375	338052.53125	335511.5	333358.96875	266.2987976074219	20899.53125	161764.4375	69589.1015625	72758.1015625	279414.125
A0A061A078	GSP_synth domain-containing protein	246622.359375	439445.375	508314.46875	27672.66015625	35551.2734375	23667.212890625	34199.515625	52823.66796875	44705.796875	73610.890625	67890.90625	89534.53125	16872.267578125	126.7795181274414	20.875896453857422	54137.94140625	51766.734375	42183.90234375
A0A061A080	Polysaccharide deacetylase	82145.75	45899.90625	54729.1796875	2455.574951171875	134954.125	16.419862747192383	167558.8125	125022.4765625	158691.53125	101115.1875	52691.8828125	105082.171875	Filtered	Filtered	Filtered	154568.171875	152915.390625	226623.53125
A0A061A082	tRNA(Ile)-lysidine synthase	139402.515625	186701.34375	110648.765625	479149.875	343898.78125	382077.75	339436.8125	153678.078125	234033.859375	321365.46875	314436.59375	296945.59375	16808.7265625	26185.615234375	36125.14453125	50982.30859375	77152.359375	97387.2890625
A0A061A084	Regulatory protein LuxR	79026.8984375	24179.9296875	34303.21484375	NaN	250037.625	687548.75	Filtered	NaN	NaN	42869.1640625	38757.8359375	27847.7734375	292385.59375	Filtered	Filtered	214.44322204589844	NaN	Filtered
A0A061A086	Glycosyl transferase family 2	148283.34375	111300.46875	106522.796875	218729.421875	283093.15625	250776.953125	74648.0234375	84865.453125	101968.265625	59447.0625	72739.4296875	89720.828125	153982.078125	87732.71875	43649.84375	92686.3046875	58220.6796875	66592.78125
A0A061A087	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	171109.296875	209289.234375	223069.96875	320643.75	322711	332126.78125	172311.46875	189123.59375	192297.203125	215615.171875	208711.328125	180047.640625	143911.40625	160594.5625	200923.09375	223146.515625	187042.59375	219951.765625
A0A061A090	Ornithine cyclodeaminase	96419.984375	27726.60546875	25547.251953125	245.5341033935547	3986.528076171875	4.505910396575928	Filtered	14874.8955078125	Filtered	50868.52734375	51787.7734375	54046.19921875	559847.8125	102.49775695800781	Filtered	11155.103515625	14404.4208984375	32.2534294128418
A0A061A091	2-dehydro-3-deoxy-phosphogluconate aldolase	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	550774	187240.1875	96945.7421875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A061A093	Glycosyl transferase family 1	37721.38671875	66498.203125	40108.82421875	164366.671875	140038.203125	173551.859375	18808.38671875	54179.49609375	47363.203125	18066.60546875	18782.005859375	6783.421875	Filtered	40192.6171875	Filtered	10531.0498046875	23305.958984375	29873.34375
A0A061A094	ABC-type glycine betaine transport, periplasmicsubunit	624331.4375	478775.125	322234.03125	256190.78125	173682.578125	241328.203125	395559.5	374426.21875	377027.53125	562860.4375	518881.5	516842.53125	519274.9375	331304	330932.90625	322595.125	431375.46875	534452.75
A0A061A095	Acyl transferase	453070.28125	568513.75	872925.75	216615.875	46068.0625	42276.58984375	612224.875	31489.529296875	47998.4140625	71156.6875	54320.65625	86599.7734375	973.0669555664062	59.291595458984375	283.4923095703125	517.56640625	49046.33984375	30879.349609375
A0A061A096	Shikimate dehydrogenase	1315.5498046875	30259.10546875	12891.2802734375	Filtered	33814.92578125	Filtered	350260.34375	2219.5087890625	31690.548828125	312745.96875	159148.96875	129945.1640625	876543.4375	Filtered	Filtered	Filtered	NaN	Filtered
A0A061A097	Regulatory protein TetR	20702.404296875	29245.41015625	22733.23046875	25368.611328125	31444.072265625	21693.9765625	26271.302734375	31133.255859375	15283.9169921875	25906.294921875	18820.78125	13404.1044921875	Filtered	Filtered	266652.03125	3537.91015625	7131.0595703125	Filtered
A0A061A098	Histidine kinase	106857.3828125	28166.888671875	68526.3671875	16015.162109375	24929.2265625	11782.65625	225816.484375	46088.51171875	71485.28125	270936.75	39341.8984375	169016.953125	Filtered	284773.84375	90694.9921875	111532.8515625	101444.3359375	83216.4765625
A0A061A099	Short-chain dehydrogenase/reductase SDR	358818.875	455572.875	703819.0625	417569.78125	329777.5	379766.90625	313218.53125	184689.78125	278608	331888.0625	Filtered	Filtered	Filtered	Filtered	Filtered	31899.8984375	49426.890625	Filtered
A0A061A0A5	Nicotinate-nucleotide diphosphorylase (carboxylating)	81910.46875	68113.4765625	120954.8359375	111281	110048.0625	113642.2734375	35589.9921875	49158.0703125	31437.498046875	60908.87109375	90674.703125	75483.421875	654593.25	224726.53125	56719.37109375	69449.125	60519.54296875	72476.6796875
A0A061A0A9	Modular polyketide synthase	18455.732421875	32116.33203125	4698.1259765625	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	10109.1669921875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A061A0B0	GCN5-related N-acetyltransferase	43963.2890625	83065.984375	67120.03125	13123.0185546875	39870.47265625	27271.173828125	31677.466796875	28341.9765625	43993.58203125	26397.048828125	17823.353515625	29810.814453125	Filtered	83727.8203125	Filtered	70786.9296875	74100.2578125	68667.53125
A0A061A0B3	Regulatory protein TetR	126036.53125	27252.861328125	23427.765625	Filtered	Filtered	Filtered	8120.49755859375	24870.927734375	55472.65625	17953.845703125	Filtered	40024.58984375	Filtered	Filtered	Filtered	24687.310546875	83475.59375	166660.4375
A0A061A0B4	Regulatory protein TetR	71216.8984375	37572	43296.234375	59721.62890625	59569.5078125	42691.29296875	57309.88671875	47992.5	30720.130859375	47151.23828125	50276.41015625	49744.23828125	Filtered	Filtered	Filtered	15667.697265625	19390.8046875	24221.171875
A0A061A0B5	MarR family transcriptional regulator	24435.2734375	31659.310546875	30696.328125	34417.22265625	30230.76171875	37863.1953125	44717.48046875	31177.62890625	24664.591796875	33048.23828125	29368.265625	34307.05078125	Filtered	156423.71875	Filtered	29232.703125	24765.67578125	Filtered
A0A061A0B6	zf-CGNR domain-containing protein	40005.58984375	8336.30859375	4107.43115234375	22949.177734375	21446.44921875	43008.5625	4782.02978515625	14510.927734375	Filtered	44999.83984375	21519.482421875	12839.427734375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A061A0B9	Helix-turn-helix domain protein	14449.4248046875	8708.251953125	7669.21923828125	20443.86328125	28957.60546875	18958.943359375	22278.390625	20468.419921875	29369.390625	21150.267578125	20485.166015625	45234.12109375	Filtered	31.40508460998535	Filtered	18720.853515625	35500.2109375	1316.463134765625
A0A061A0C3	5'-Nucleotidase domain-containing protein	214928.859375	177122.46875	189055.96875	81375.546875	108673.4453125	92979.703125	46026.8984375	75823.4140625	40545.08203125	192123.015625	170702.515625	177069.71875	2567718.75	175980.3125	162434.859375	59783.23046875	34957.36328125	37241.328125
A0A061A0C6	NUDIX hydrolase	120593.03125	147321.109375	109701.2890625	213100.203125	256895.203125	223821.515625	130664.9609375	159911.578125	145119.5	33546.75390625	28659.412109375	23364.0390625	Filtered	86498.828125	66626.0546875	27476.126953125	73979.984375	26832.505859375
A0A061A0C7	Lipopolysaccharide biosynthesis protein	111247.7421875	105725.1328125	77183.015625	160160.09375	129227.765625	141001.734375	44330.203125	37472.27734375	31033.5859375	130656.2578125	35384.6484375	94779.2265625	Filtered	67773.3046875	87629.40625	35403.69140625	4295.74072265625	20948.25
A0A061A0C8	Alpha/beta hydrolase	205894.71875	99998.0234375	57201.484375	25256.9296875	NaN	Filtered	4558.9384765625	5456.3076171875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	44758.296875	92507.890625	155028.328125
A0A061A0D1	Glycoside hydrolase clan GH-D	3170.03515625	2774.97412109375	5851.33251953125	Filtered	964.6644287109375	81.24811553955078	Filtered	6435.34423828125	4472.8662109375	18984.201171875	22179.326171875	20534.796875	Filtered	158159.6875	Filtered	10250.0244140625	2122.181884765625	Filtered
A0A061A0D5	Regulatory protein TetR	51824.4453125	38084.8828125	35605.8828125	34766.30078125	109019.15625	56016.62890625	61747.96484375	65346.99609375	58769.2890625	101450.1015625	65287.60546875	127239.7734375	Filtered	Filtered	Filtered	21408.529296875	49969.88671875	57925.5234375
A0A061A0D6	ABC transporter related protein	72978.4453125	66706.2109375	69313.515625	44508.06640625	44283.640625	41321.875	61806.59765625	67056.4921875	48139.45703125	55767.9609375	48117.24609375	33277.63671875	453924.84375	33333.9609375	398.98297119140625	46227.734375	43281.57421875	55332.91015625
A0A061A0D7	NAD-dependent epimerase/dehydratase	709510	832065.8125	1143258	2130497.5	2101525.75	2022872	895624.875	767482.8125	964658.75	891755.0625	786348.875	876813.6875	1089480.75	600833.0625	911486	1224889.125	985862.8125	1252949.625
A0A061A0D8	RNA polymerase, sigma-24 subunit, ECF subfamily	2491.75390625	3108.133544921875	NaN	12430.4521484375	14582.84765625	25426.875	2242.71044921875	7933.1103515625	2197.705322265625	1762.0506591796875	NaN	3090.097900390625	Filtered	7271.06103515625	97546.953125	NaN	4754.08984375	1.3628584146499634
A0A061A0E1	Shikimate kinase	49449.76171875	9954.6630859375	9670.373046875	3020.515869140625	NaN	4338.2412109375	14070.1904296875	9710.294921875	23289.6953125	13565.4013671875	18601.6640625	20262.0859375	Filtered	Filtered	Filtered	41456.7109375	24056.73046875	87599.609375
A0A061A0E3	dTDP-4-dehydrorhamnose 3,5-epimerase	218255.15625	163396.75	191084.734375	439895.5	459463.5	410860.90625	129458.671875	105016.0078125	176829.15625	242865.3125	197569.5625	175538.6875	85167.296875	168286.078125	184427.484375	143713.5	95192.1484375	183515.953125
A0A061A0E5	NAD-binding D-isomer specific 2-hydroxyaciddehydrogenase	243810.75	225317.921875	73588.3203125	42879.67578125	18817.46875	8417.568359375	40461.61328125	61227.7890625	62825.85546875	97924.3671875	75212.46875	61844.13671875	101242.3359375	Filtered	Filtered	Filtered	28470.619140625	158401.609375
A0A061A0E6	Secreted protein	49259.65234375	20160.142578125	61782.51171875	73246.2109375	43277.08984375	27.243972778320312	57840.80078125	136674.890625	139901.34375	117967.5078125	218691.625	115400.828125	8940191	Filtered	Filtered	36678.05859375	37196.5234375	678.7020263671875
A0A061A0E9	YceI family protein	276474.53125	121708.2265625	234424.78125	88803.4453125	78419.53125	42096.07421875	272063.03125	405730.125	339094	670541.75	733830.5625	737428.75	Filtered	877.354736328125	166492.296875	324669.6875	108353.2265625	84601.40625
A0A061A0F1	Electron transfer flavoprotein alpha subunit	981533.6875	996818.625	1006002.9375	1154599	1315862	1112451	1288568.25	1300746.875	1162289.625	757197.875	890174.6875	799667.375	1564124.625	733753.375	799361.6875	1017915.375	1086853.375	866632.0625
A0A061A0F2	Regulatory protein TetR	147375.296875	6205.728515625	90921.2890625	48838.45703125	208922.96875	103373.140625	124487.765625	100814.7890625	106956.84375	92056.2109375	82569.3046875	50184.3828125	Filtered	Filtered	Filtered	113584.6640625	111027.0390625	74253.125
A0A061A0F4	MDMPI_N domain-containing protein	307918.75	142156.046875	90936	57152.99609375	17521.05859375	148047.59375	154973.125	161836.453125	143482.734375	157846.625	141421.96875	109301.3515625	21709.890625	275555.78125	28134.720703125	130726.15625	134326.171875	102961.609375
A0A061A0F5	Bifunctional deaminase-reductase domain protein	548040.875	33704.1171875	414677.3125	73554.484375	56669.72265625	100765.890625	772268.8125	579722.3125	706613.5625	305705.71875	327256.84375	227064.46875	Filtered	98574.59375	24305.51953125	975616	973616.9375	1320080.625
A0A061A0F8	Hydrolase_4 domain-containing protein	50560.85546875	38008.38671875	25980.515625	14293.6123046875	21516.712890625	35446.49609375	36617.10546875	34378.97265625	75034.1796875	24502.787109375	44404.625	41437.84375	Filtered	Filtered	Filtered	1.181926965713501	23282.138671875	Filtered
A0A061A0G0	Regulatory protein TetR	26521.875	20933.06640625	17377.16796875	22421.99609375	44006	18893.416015625	20601.626953125	27675.955078125	26632.638671875	33614.140625	30501.529296875	28797.6328125	Filtered	27862.43359375	Filtered	7569.36376953125	16507.20703125	13499.7353515625
A0A061A0G1	Histidine kinase	36854.46875	61779.734375	62077.03125	41908.17578125	61077.37890625	60119.796875	59910.515625	56867.3046875	87024.9296875	54488.66015625	34959.80078125	49680.73046875	2550.47900390625	85102.140625	102760.2421875	59811.54296875	54508.31640625	94707.484375
A0A061A0G5	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	114858.546875	94232.453125	91907.2421875	62457.36328125	66426.9765625	92023.484375	55526.15234375	46113.203125	61117.36328125	51818.2109375	49785.375	60489.8828125	166492.546875	124197.2265625	136262.328125	98366.6171875	57471.5625	118674.3125
A0A061A0G8	Two component transcriptional regulator, wingedhelix family	603892.25	653359.75	478874.6875	481765.46875	509390.375	500273.71875	530116.75	524651.8125	524962.9375	774295.375	641197.625	679493.8125	998007.5625	654561.9375	613243.625	414976.8125	552354.875	390742.59375
A0A061A0H0	50S ribosomal protein L37ae	44506.16015625	60465.453125	128020.59375	71263.3671875	91105.9296875	105534.09375	104128.9453125	60478.65625	104255.3359375	87585.03125	64568.71875	46626.40625	259465.859375	67489.90625	184886.1875	37256.87109375	48440.51171875	47510.65234375
A0A061A0H3	Carbohydrate kinase, FGGY	12330.4599609375	14736.9267578125	19762.16796875	2889.369384765625	586496.5625	Filtered	9184.951171875	3989.6279296875	6336.16943359375	107783.7109375	83810.28125	87759.8046875	1413483.75	Filtered	Filtered	12.213669776916504	12644.828125	5502.29931640625
A0A061A0H8	Phosphoglucomutase/phosphomannomutasealpha/beta/alpha domain I	96314.15625	63254.2890625	66083.4453125	61627.62890625	57260.265625	58915.5078125	57778.18359375	59258.328125	67525.671875	107155.7578125	111643.7734375	88934.9609375	44046.515625	22194.056640625	73793.65625	43103.9453125	50826.48046875	55627.99609375
A0A061A0H9	Regulatory protein TetR	15461.2255859375	28437.361328125	17300.56640625	9894.5185546875	9624.763671875	8225.7822265625	17435.609375	19854.130859375	16400.111328125	27434.24609375	39333.7109375	43743.04296875	Filtered	Filtered	Filtered	Filtered	5430.27197265625	20445.14453125
A0A061A0I2	Transcriptional regulator, DeoR family	329766.25	445963.3125	461419.65625	1427925.125	1658638	1567226.125	981195.3125	945363.0625	876659.125	910876.3125	903416.5625	778632.9375	654363.25	595167	602813.9375	473707.46875	541126.0625	370515.0625
A0A061A0I4	Nucleoside triphosphate pyrophosphatase	48839.9921875	58189.390625	34629.96484375	36951.67578125	41221.01953125	33507.21484375	81776.7421875	95734.3984375	68063.421875	10696.3876953125	8859.2373046875	13689.125	Filtered	15759.9462890625	68196.875	73148.8828125	53326.0859375	27349.349609375
A0A061A0J1	Beta-hydroxyacyl-(Acyl-carrier-protein)dehydratase FabA/FabZ	Filtered	Filtered	23636.283203125	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	19648.70703125	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A061A0J2	Enoyl-CoA hydratase/isomerase	656118.5	697369.125	729964.1875	624443	641129.6875	629296.625	565984.875	487220.40625	623025.5	806454.125	736757.3125	808118.9375	1091094.75	440975.78125	533133.3125	514119.9375	583856.8125	728880.5625
A0A061A0J3	Secreted protein	200857.75	146856.140625	238138.15625	80298.421875	62199.8828125	81765.9296875	101367.5390625	79660.6015625	83663.3515625	103345.2734375	98593.203125	101085.5703125	339522.09375	255588.203125	106202.7890625	105278.046875	92208.2421875	51596.01171875
A0A061A0J7	DUF5709 domain-containing protein	38532.1640625	20228.1953125	59504.3984375	56264.8203125	74488.7421875	60422.52734375	28905.916015625	36016.6328125	38113.40234375	95563.234375	31985.08203125	28179.06640625	Filtered	87602.984375	98656.9375	34554.91796875	41643.66015625	33119.9765625
A0A061A0J9	Glycosyl hydrolase	11758.0517578125	5064.16064453125	4685.16650390625	25608.916015625	30303.421875	20071.97265625	10915.4970703125	11276.873046875	17213.09375	67182.40625	43420.41015625	49232.62890625	590098.8125	Filtered	Filtered	5499.109375	18135.08203125	6.920924663543701
A0A061A0K0	Lipoprotein	362118.53125	350786.3125	324893.0625	405193.0625	337585.8125	375735.5	109142.171875	97943.109375	41864.7421875	258652.109375	242201.5625	215257.453125	312592.46875	291361.8125	393565.34375	39895.6484375	33797.6953125	46249.97265625
A0A061A0K1	Cytochrome P450	21487.703125	22122.0703125	40034.94140625	1615.4376220703125	117691.484375	107.53533172607422	29041.814453125	23432.228515625	25512.021484375	13417.171875	13164.98828125	19351.7265625	Filtered	Filtered	Filtered	25079.388671875	18363.318359375	7175.70751953125
A0A061A0K2	Peptidase M20 domain-containing protein 2	33549.328125	Filtered	Filtered	Filtered	Filtered	Filtered	175539.859375	68500.0546875	18346.11328125	15163.3837890625	48566.8046875	Filtered	Filtered	Filtered	Filtered	Filtered	29887.509765625	Filtered
A0A061A0K4	Cytochrome P450 hydroxylase	221793.40625	82389.09375	219316.765625	49133.7734375	24333.98828125	37981.51171875	202994.84375	156603.234375	176203.671875	30579.255859375	14744.544921875	10232.6513671875	Filtered	18414.02734375	14071.9580078125	181199.296875	169104	157967.890625
A0A061A0K5	Cytochrome P450	246028.46875	625829.5625	89997.8671875	115039.34375	99435.5	82825.3125	75234.171875	74622.5859375	92391.671875	59392.80859375	123811.8515625	126966.3984375	Filtered	Filtered	86845.921875	288597.34375	164579.90625	480979.65625
A0A061A0K6	Lipoprotein	65208.42578125	21372.4375	107124.140625	30482.470703125	12356.8017578125	21385.591796875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A061A0K8	Regulatory protein TetR	9185.3525390625	6158.369140625	1482.4139404296875	Filtered	1842.6270751953125	2887.56689453125	NaN	1915.341552734375	NaN	20632.662109375	3094.786865234375	3805.261474609375	Filtered	Filtered	Filtered	NaN	Filtered	Filtered
A0A061A0L1	Beta-hydroxyacyl-(Acyl-carrier-protein)dehydratase FabA/FabZ	53171.30078125	21791.560546875	46969.97265625	136842.625	166897.390625	123412.953125	5492.0361328125	6240.619140625	18180.60546875	23246.17578125	13485.794921875	8532.2138671875	Filtered	142743.4375	Filtered	5523.06298828125	11611.818359375	3.1187732219696045
A0A061A0L4	ABC transporter integral membrane protein	972805	531369.6875	182835.1875	109208.96875	85626.203125	75988.703125	513503.34375	363323.90625	78999.3984375	2044823.25	1738651	919871	1574668.625	108893.296875	260100.359375	66928.203125	49299.046875	47709.9609375
A0A061A0L5	Alpha/beta hydrolase fold protein	13400.892578125	23033.515625	20468.609375	18129.345703125	13295.626953125	15608.05859375	Filtered	9364.537109375	12555.880859375	11775.1640625	3429.201904296875	23618.134765625	Filtered	Filtered	4365.19287109375	3593.3330078125	13155.736328125	Filtered
A0A061A0L6	Luciferase-like, subgroup	43056.78125	120276.171875	51790.703125	52242.140625	52505.87109375	42865.16796875	70194.625	80903.1171875	84607.8984375	78522.3671875	46231.50390625	63179.22265625	9296583	100010.9375	Filtered	55384.7734375	59762.515625	63968.375
A0A061A0L7	Neutral metalloproteinase	28576076	22187800	21624868	1313855.375	1782376.875	1649127.875	1263961.125	1314443.125	1652242.625	17801568	20909842	24922670	76555184	2614189	2619640.25	1754976.875	1173178	3030126.5
A0A061A0L9	Transcriptional regulator, ArsR family	17618.046875	10117.162109375	7011.58544921875	7763.8544921875	2768.2744140625	11416.076171875	11215.8798828125	10483.0009765625	12880.640625	6191.82373046875	5173.9970703125	16449.158203125	Filtered	Filtered	Filtered	Filtered	6030.3251953125	5412.40087890625
A0A061A0M3	AMP-dependent synthetase and ligase	176760.515625	142598.359375	103226.6796875	189148.484375	192314.796875	234150.234375	155660.171875	150098.21875	142013.34375	156398.171875	147098.296875	135286.71875	1067544.5	191978.65625	235296.203125	88725.828125	110099.7265625	93866.546875
A0A061A0M5	NADP oxidoreductase coenzyme F420-dependent	274939.78125	200348.015625	253827.3125	276092.375	362557.59375	262613.0625	568302.8125	515354.46875	439809.0625	310451.625	307899.21875	435237.78125	Filtered	Filtered	Filtered	325560.34375	363858.65625	418536.3125
A0A061A0M7	Class I peptide chain release factor	27958.84765625	70859.5390625	9942.5419921875	40092.98828125	71665.609375	28256.84765625	28320.513671875	43295.69140625	Filtered	42619.82421875	35959.40625	61116.49609375	Filtered	500572.28125	378711.40625	Filtered	Filtered	70991.3359375
